"WSMID","STOCKID","2004","2005","2006","ABRASION RESISTANCE","ABS","ACID INCLUDED","ACTUATION","ANTI-FOG","ANTI-SCRATCH","ASSEMBLED","BAR DIAMETER","BATTERY CAPACITY","BATTERY CHEMISTRY","BATTERY TYPE","BRAKE LIGHT INCLUDED","BRAKE LIGHT SWITCH INCLUDED","BRAKE MASTER CYLINDER BORE DIAMETER","BULB STYLE","C.C.A.","CAPACITY AH","CERTIFICATION","CHAIN SIZE","CHAIN TYPE","CLAMP AREA BAR DIAMETER","CLAMPING DIAMETER","CLEAR-COATED","COLOR","COLOR/FINISH","COMMUNICATOR","COMPOUND","CONFIGURATION 1","CONFIGURATION 2","CONNECTION LINK","CONSTRUCTION","DIAMETER","DIAMETER (MM)","DRILL MOUNTING HOLE INCLUDED","DRILLED","DUAL LENS","ELECTRIC","END CAP STYLE","EURO SIZE","FILLER PLATE INCLUDED","FINISH","FIT","FITTED SPRING","FOG FREE","FORK SIZE","FRONT TEETH","FUNCTION","GENDER","GLOW IN THE DARK","GRAPHIC","GRIP LENGTH","GRIP(S) INCLUDED","HAT SIZE","HEATED","HOUSING COLOR","IDLE CABLE INCLUDED","ILLUMINATED","INCHES","INCLUDES BACK PROTECTOR","INCLUDES CROSSBAR PAD","INCLUDES ELBOW GUARDS","INCLUDES KIDNEY BELT","INCLUDES SHOULDER GUARDS","INNER DIAMETER","INSIDE DIAMETER","INTERNAL SUN SHIELD CLEAR","INTERNAL SUN SHIELD SMOKE","KNUCKLE PROTECTION","KNURLED ENDS","LICENSE PLATE LIGHT INCLUDED","LINKS","MADE IN THE U.S.A.","MARKET SEGMENT","MATERIAL","MAX ENGINE CC","METRIC","MOISTURE WICKING","MOUNTING LENGTH","MOUNTING POSITION","NET WEIGHT","NUMBER OF BUTTONS","OIL LEVEL","OUTER DIAMETER","PACKAGING","PADDED SHIN INSERT","PADS PER PACKAGE","PART MODEL","PINLOCK EQUIPPED","PITCH","POSITION","PRODUCT DIMENSION","PRODUCT HEIGHT","PRODUCT LENGTH","PRODUCT WEIGHT","PRODUCT WIDTH","RATE N/MM","REAR TEETH","REC. OHLINS OIL","REFLECTIVE","REMOVABLE CHEEK PADS","REMOVABLE CHIN CURTAIN","REMOVABLE LINER","RESISTANCE RATING","RFI SUPPRESSION","ROTOR CARRIER","SEAL TYPE","SHAPE","SIDE","SIZE","SIZE OF BAR","SLIP-ON","SPARK PLUG BOOT ANGLE","SPARK PLUG BOOT COLOR","SPECIFIC APPLICATION","STANDARD CONNECTION LINK","STROKE","STYLE","TEAR-OFF COMPATIBLE","TEETH","TENSILE STRENGTH","TERMINAL CONFIGURATION","THROTTLE CABLE INCLUDED","TOUCHSCREEN","TURN SIGNAL INCLUDED","TYPE","U.S. MILITARY HI-VISIBILITY SPECIFICATIONS","USA SIZE","VENTED","VISCOSITY","VOLTAGE","VOLUME","WATERPROOF","WINDPROOF","WIRE DIAMETER","WITH SWITCH"
"30783772","Carbonin-H18100AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783779","Carbonin-H7010AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783785","Carbonin-IN1112B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783786","Carbonin-IN1202S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783788","Carbonin-IN4113D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783789","Carbonin-IN4114D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783790","Carbonin-IN7111Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783795","Carbonin-K13010AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783800","Carbonin-K15010AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783801","Carbonin--K15100AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783806","Carbonin-K16100AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783807","Carbonin-K16101AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783814","Carbonin-K16425AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783815","Carbonin-K18010AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783816","Carbonin-K18100AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783832","Carbonin-MV2070AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783833","Carbonin-MV2073AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783834","Carbonin-MV2074AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783835","Carbonin-MV2100AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783836","Carbonin-MV2101AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783847","Carbonin-PL13005H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783848","Carbonin-PL16005K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783849","Carbonin-S10010AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783850","Carbonin-S10100AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783864","Carbonin-S12010AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783865","Carbonin-S12070AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30783866","Carbonin-S12100AF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
